index,db_id,question,gold_sql,predicted_sql,execution_time,error,exact_result_match,exact_sql_match
73,car_1,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';","SELECT countries.CountryId, countries.CountryName
FROM countries
JOIN car_makers ON countries.CountryName = car_makers.Country
LEFT JOIN model_list ON car_makers.Id = model_list.Maker
LEFT JOIN car_names ON model_list.Model = car_names.Model
WHERE car_names.Make = 'fiat'
   OR countries.CountryName IN (
        SELECT car_makers.Country
        FROM car_makers
        GROUP BY car_makers.Country
        HAVING COUNT(*) > 3
   )
GROUP BY countries.CountryId, countries.CountryName",35.89,,False,False
74,car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","SELECT countries.CountryId, countries.CountryName
FROM countries
WHERE countries.CountryId IN (
    SELECT car_makers.Country
    FROM car_makers
    GROUP BY car_makers.Country
    HAVING COUNT(*) > 3
) OR countries.CountryId IN (
    SELECT car_makers.Country
    FROM car_makers
    JOIN model_list ON car_makers.Id = model_list.Maker
    WHERE model_list.Model = 'fiat'
)",37.24,,True,False
75,flight_2,What country is Jetblue Airways affiliated with?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","SELECT Country
FROM airlines
WHERE Airline = 'Jetblue Airways'",32.61,,False,False
76,flight_2,Which abbreviation corresponds to Jetblue Airways?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways',32.34,,False,False
77,flight_2,Give the airline with abbreviation 'UAL'.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT Airline FROM airlines WHERE Abbreviation = 'UAL',30.84,,True,False
78,flight_2,Which city and country is the Alton airport at?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT City, Country FROM airports WHERE AirportName LIKE '%Alton%'",33.61,,False,False
79,flight_2,Give the city and country for the Alton airport.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT City, Country FROM airports WHERE AirportName LIKE '%Alton%'",29.1,,False,False
80,flight_2,Give the number of Jetblue Airways flights.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""","SELECT COUNT(*)
FROM flights
JOIN airlines ON flights.Airline = airlines.uid
WHERE airlines.Airline = 'Jetblue Airways'",35.09,,False,False
81,flight_2,What is the code of airport that has the highest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,"SELECT SourceAirport
FROM flights
GROUP BY SourceAirport
ORDER BY COUNT(*) DESC
LIMIT 1",33.9,,False,False
82,flight_2,What is the airport code of the airport with the most flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,"SELECT AirportCode
FROM airports
WHERE AirportCode IN (
    SELECT SourceAirport
    FROM flights
    GROUP BY SourceAirport
    ORDER BY COUNT(*) DESC
    LIMIT 1
) OR AirportCode IN (
    SELECT DestAirport
    FROM flights
    GROUP BY DestAirport
    ORDER BY COUNT(*) DESC
    LIMIT 1
)
LIMIT 1",34.26,,True,False
83,flight_2,What is the code of airport that has fewest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"SELECT AirportCode
FROM airports
WHERE AirportCode IN (
    SELECT SourceAirport
    FROM flights
    GROUP BY SourceAirport
    ORDER BY COUNT(*) ASC
    LIMIT 1
) OR AirportCode IN (
    SELECT DestAirport
    FROM flights
    GROUP BY DestAirport
    ORDER BY COUNT(*) ASC
    LIMIT 1
)",33.99,,True,False
84,flight_2,Give the code of the airport with the least flights.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"SELECT AirportCode FROM airports WHERE AirportCode IN (
    SELECT SourceAirport FROM flights
    UNION ALL
    SELECT DestAirport FROM flights
) GROUP BY AirportCode ORDER BY COUNT(*) LIMIT 1",32.84,,True,False
85,flight_2,Which airline has most number of flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT airlines.Airline
FROM airlines
JOIN flights ON airlines.uid = flights.Airline
GROUP BY airlines.Airline
ORDER BY COUNT(*) DESC
LIMIT 1",33.92,,True,False
86,flight_2,What airline serves the most flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT airlines.Airline
FROM flights
JOIN airlines ON flights.Airline = airlines.uid
GROUP BY flights.Airline
ORDER BY COUNT(*) DESC
LIMIT 1",33.69,,False,False
87,flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT airlines.Abbreviation, airlines.Country
FROM airlines
JOIN flights ON airlines.uid = flights.Airline
GROUP BY airlines.uid
ORDER BY COUNT(*) ASC
LIMIT 1",35.14,,False,False
88,flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT airlines.Abbreviation, airlines.Country
FROM airlines
JOIN flights ON airlines.uid = flights.Airline
GROUP BY airlines.uid
ORDER BY COUNT(*) ASC
LIMIT 1",35.35,,False,False
89,flight_2,Which airports do not have departing or arriving flights?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"SELECT AirportCode
FROM airports
WHERE AirportCode NOT IN (
    SELECT SourceAirport FROM flights
    UNION
    SELECT DestAirport FROM flights
)",35.88,,False,False
90,employee_hire_evaluation,Sort employee names by their age in ascending order.,SELECT name FROM employee ORDER BY age,"SELECT Name
FROM employee
ORDER BY Age ASC",35.88,,True,False
91,employee_hire_evaluation,What is the number of employees from each city?,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",35.36,,False,False
92,employee_hire_evaluation,Count the number of employees for each city.,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) FROM employee GROUP BY City",32.42,,False,False
93,employee_hire_evaluation,Find the number of shops in each location.,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",36.94,,False,False
94,employee_hire_evaluation,How many shops are there in each location?,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT Location, COUNT(*) FROM shop GROUP BY Location",637.83,,False,False
95,employee_hire_evaluation,Find the number of employees hired in each shop; show the shop name as well.,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID)
FROM shop
JOIN hiring ON shop.Shop_ID = hiring.Shop_ID
GROUP BY shop.Shop_ID, shop.Name",37.32,,False,False
96,employee_hire_evaluation,"For each shop, return the number of employees working there and the name of the shop.","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name","SELECT shop.Name, COUNT(hiring.Employee_ID)
FROM shop
JOIN hiring ON shop.Shop_ID = hiring.Shop_ID
GROUP BY shop.Shop_ID, shop.Name",37.21,,False,False
97,cre_Doc_Template_Mgt,Show all template ids and number of documents using each template.,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT Templates.Template_ID, COUNT(Documents.Document_ID)
FROM Templates
JOIN Documents ON Templates.Template_ID = Documents.Template_ID
GROUP BY Templates.Template_ID",37.7,,True,False
98,cre_Doc_Template_Mgt,What is the id and type code for the template used by the most documents?,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT t.Template_ID, t.Template_Type_Code
FROM Templates t
JOIN Documents d ON t.Template_ID = d.Template_ID
GROUP BY t.Template_ID, t.Template_Type_Code
ORDER BY COUNT(d.Document_ID) DESC
LIMIT 1",36.07,,False,False
99,cre_Doc_Template_Mgt,Return the id and type code of the template that is used for the greatest number of documents.,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT t.Template_ID, t.Template_Type_Code
FROM Templates t
JOIN Documents d ON t.Template_ID = d.Template_ID
GROUP BY t.Template_ID, t.Template_Type_Code
ORDER BY COUNT(*) DESC
LIMIT 1",35.31,,False,False
100,cre_Doc_Template_Mgt,Which template type code has most number of templates?,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,"SELECT Template_Type_Code
FROM Templates
GROUP BY Template_Type_Code
ORDER BY COUNT(*) DESC
LIMIT 1",33.06,,True,True
101,cre_Doc_Template_Mgt,What the smallest version number and its template type code?,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT MIN(Version_Number), Template_Type_Code FROM Templates",33.72,,True,False
102,cre_Doc_Template_Mgt,"Return the lowest version number, along with its corresponding template type code.","SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT MIN(Version_Number), Template_Type_Code FROM Templates",34.38,,True,False
103,cre_Doc_Template_Mgt,Show all template type codes and the number of documents using each type.,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Ref_Template_Types.Template_Type_Code, COUNT(Documents.Document_ID)
FROM Ref_Template_Types
JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code
JOIN Documents ON Templates.Template_ID = Documents.Template_ID
GROUP BY Ref_Template_Types.Template_Type_Code",36.78,,True,False
104,cre_Doc_Template_Mgt,"What are the different template type codes, and how many documents use each type?","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT Ref_Template_Types.Template_Type_Code, COUNT(Documents.Document_ID)
FROM Ref_Template_Types
JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code
JOIN Documents ON Templates.Template_ID = Documents.Template_ID
GROUP BY Ref_Template_Types.Template_Type_Code",38.79,,True,False
105,cre_Doc_Template_Mgt,Show all template type codes that are not used by any document.,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,"SELECT Template_Type_Code
FROM Ref_Template_Types
WHERE Template_Type_Code NOT IN (
    SELECT DISTINCT Template_Type_Code
    FROM Templates
    JOIN Documents ON Templates.Template_ID = Documents.Template_ID
)",35.54,,True,False
106,cre_Doc_Template_Mgt,What are the codes of template types that are not used for any document?,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,"SELECT Template_Type_Code
FROM Ref_Template_Types
WHERE Template_Type_Code NOT IN (
    SELECT DISTINCT Template_Type_Code
    FROM Templates
    JOIN Documents ON Templates.Template_ID = Documents.Template_ID
)",35.1,,True,False
107,cre_Doc_Template_Mgt,Return the different descriptions for templates that have been used in a document.,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,"SELECT DISTINCT Template_Type_Description
FROM Ref_Template_Types
JOIN Templates ON Ref_Template_Types.Template_Type_Code = Templates.Template_Type_Code
JOIN Documents ON Templates.Template_ID = Documents.Template_ID",36.18,,True,False
108,cre_Doc_Template_Mgt,Return the ids corresponding to templates with the description 'Presentation'.,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""","SELECT Template_ID
FROM Templates
JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code
WHERE Ref_Template_Types.Template_Type_Description = 'Presentation'",32.95,,True,False
109,cre_Doc_Template_Mgt,Show paragraph details for paragraph with text 'Korea ' .,select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_ID, Document_ID, Paragraph_Text, Other_Details
FROM Paragraphs
WHERE Paragraph_Text = 'Korea '",26.66,,False,False
110,cre_Doc_Template_Mgt,What are the details for the paragraph that includes the text 'Korea ' ?,select other_details from paragraphs where paragraph_text like 'korea',"SELECT Paragraph_ID, Document_ID, Paragraph_Text, Other_Details
FROM Paragraphs
WHERE Paragraph_Text LIKE '%Korea %'",28.4,,False,False
111,cre_Doc_Template_Mgt,Show all document ids and the number of paragraphs in each document. Order by document id.,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","SELECT Document_ID, COUNT(Paragraph_ID)
FROM Paragraphs
GROUP BY Document_ID
ORDER BY Document_ID",30.6,,True,False
112,cre_Doc_Template_Mgt,"Show all document ids, names and the number of paragraphs in each document.","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID)
FROM Documents
JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID
GROUP BY Documents.Document_ID, Documents.Document_Name",32.46,,True,False
113,cre_Doc_Template_Mgt,"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT Documents.Document_ID, Documents.Document_Name, COUNT(Paragraphs.Paragraph_ID)
FROM Documents
JOIN Paragraphs ON Documents.Document_ID = Paragraphs.Document_ID
GROUP BY Documents.Document_ID, Documents.Document_Name",32.87,,True,False
114,cre_Doc_Template_Mgt,What is the document id with least number of paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,"SELECT Document_ID
FROM Paragraphs
GROUP BY Document_ID
ORDER BY COUNT(*) ASC
LIMIT 1",31.4,,True,True
115,cre_Doc_Template_Mgt,Return the id of the document with the fewest paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,"SELECT Document_ID
FROM Paragraphs
GROUP BY Document_ID
ORDER BY COUNT(*) ASC
LIMIT 1",28.18,,True,True
116,course_teach,List the name of teachers whose hometown is not `` Little Lever Urban District '' .,"select name from teacher where hometown != ""little lever urban district""","SELECT Name
FROM teacher
WHERE Hometown != 'Little Lever Urban District'",31.37,,False,False
117,course_teach,What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,"select name from teacher where hometown != ""little lever urban district""","SELECT Name
FROM teacher
WHERE Hometown != 'Little Lever Urban District'",29.62,,False,False
118,course_teach,List the most common hometown of teachers.,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Hometown
FROM teacher
GROUP BY Hometown
ORDER BY COUNT(*) DESC
LIMIT 1",28.87,,True,True
119,course_teach,What is the most commmon hometowns for teachers?,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,"SELECT Hometown
FROM teacher
GROUP BY Hometown
ORDER BY COUNT(*) DESC
LIMIT 1",27.96,,True,True
120,course_teach,Show the name of the teacher for the math course.,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""","SELECT teacher.Name
FROM teacher
JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID
JOIN course ON course_arrange.Course_ID = course.Course_ID
WHERE course.Course = 'math'",27.1,,False,False
121,course_teach,What are the names of the people who teach math courses?,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""","SELECT teacher.Name
FROM teacher
JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID
JOIN course ON course_arrange.Course_ID = course.Course_ID
WHERE course.Course = 'math'",32.45,,False,False
122,course_teach,Show names of teachers and the number of courses they teach.,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name","SELECT teacher.Name, COUNT(course_arrange.Course_ID)
FROM teacher
JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID
GROUP BY teacher.Teacher_ID, teacher.Name",32.31,,True,False
123,course_teach,What are the names of the teachers and how many courses do they teach?,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name","SELECT teacher.Name, COUNT(course_arrange.Course_ID)
FROM teacher
JOIN course_arrange ON teacher.Teacher_ID = course_arrange.Teacher_ID
GROUP BY teacher.Teacher_ID, teacher.Name",32.29,,True,False
124,museum_visit,What are the opening year and staff number of the museum named Plaza Museum?,"SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'","SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum'",30.0,,False,False
125,museum_visit,"find the id, name and age for visitors who visited some museums more than once.","SELECT t1.id ,  t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t1.id HAVING count(*)  >  1","SELECT DISTINCT visitor.ID, visitor.Name, visitor.Age
FROM visitor
JOIN visit ON visitor.ID = visit.visitor_ID
GROUP BY visitor.ID, visitor.Name, visitor.Age, visit.Museum_ID
HAVING COUNT(*) > 1",28.99,,False,False
126,museum_visit,"What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?","SELECT t2.visitor_id ,  t1.name ,  t1.Level_of_membership FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t2.visitor_id ORDER BY sum(t2.Total_spent) DESC LIMIT 1","SELECT visitor.ID, visitor.Name, visitor.Level_of_membership
FROM visitor
JOIN visit ON visitor.ID = visit.visitor_ID
GROUP BY visitor.ID, visitor.Name, visitor.Level_of_membership
ORDER BY SUM(visit.Total_spent) DESC
LIMIT 1",30.17,,False,False
127,wta_1,List the first name and birth date of all players from the country with code USA.,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'","SELECT first_name, birth_date
FROM players
WHERE country_code = 'USA'",32.01,,True,False
128,wta_1,What are the first names and birth dates of players from the USA?,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'","SELECT first_name, birth_date FROM players WHERE country_code = 'USA'",31.47,,True,False
129,wta_1,What are the first names and country codes for players who won both the WTA Championships and the Australian Open?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'","SELECT DISTINCT p.first_name, p.country_code
FROM players p
JOIN matches m1 ON p.player_id = m1.winner_id
JOIN matches m2 ON p.player_id = m2.winner_id
WHERE m1.tourney_name = 'WTA Championships' AND m2.tourney_name = 'Australian Open'",31.74,,False,False
130,wta_1,List the first and last name of all players in the order of birth date.,"SELECT first_name ,  last_name FROM players ORDER BY birth_date",,125.44,"Recursion limit of 25 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/GRAPH_RECURSION_LIMIT",False,False
131,wta_1,"What are the full names of all players, sorted by birth date?","SELECT first_name ,  last_name FROM players ORDER BY birth_date",,128.75,"Recursion limit of 25 reached without hitting a stop condition. You can increase the limit by setting the `recursion_limit` config key.
For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/GRAPH_RECURSION_LIMIT",False,False
132,wta_1,List the first and last name of all players who are left / L hand in the order of birth date.,"SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date","SELECT first_name, last_name
FROM players
WHERE hand = 'L'
ORDER BY birth_date",30.88,,True,False
133,wta_1,"What are the full names of all left handed players, in order of birth date?","SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date","SELECT first_name, last_name
FROM players
WHERE hand = 'L'
ORDER BY birth_date",30.4,,True,False
134,wta_1,Find the first name and country code of the player who did the most number of tours.,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1","SELECT first_name, country_code
FROM players
WHERE player_id = (
    SELECT player_id
    FROM rankings
    GROUP BY player_id
    ORDER BY SUM(tours) DESC
    LIMIT 1
)",29.83,,False,False
135,wta_1,What is the first name and country code of the player with the most tours?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1","SELECT first_name, country_code FROM players WHERE player_id = (SELECT player_id FROM rankings ORDER BY tours DESC LIMIT 1)",29.02,,False,False
136,wta_1,Find the year that has the most number of matches.,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT year, COUNT(*) FROM matches GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1",30.81,,False,False
137,wta_1,Which year had the most matches?,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT year, COUNT(*) FROM matches GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1",30.38,,False,False
138,wta_1,Find the name and rank points of the winner who won the most times.,"SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1","SELECT winner_name, winner_rank_points FROM matches GROUP BY winner_name ORDER BY COUNT(*) DESC LIMIT 1",31.67,,True,False
139,wta_1,Find the average ranking for each player and their first name.,"SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT players.first_name, AVG(rankings.ranking)
FROM players
JOIN rankings ON players.player_id = rankings.player_id
GROUP BY players.player_id, players.first_name",36.34,,False,False
140,wta_1,"What are the first names of all players, and their average rankings?","SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT first_name, AVG(ranking)
FROM players
JOIN rankings ON players.player_id = rankings.player_id
GROUP BY players.player_id, first_name",35.66,,False,False
141,wta_1,Find the total ranking points for each player and their first name.,"SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT players.first_name, SUM(rankings.ranking_points) FROM players JOIN rankings ON players.player_id = rankings.player_id GROUP BY players.player_id, players.first_name",33.35,,False,False
142,wta_1,"What are the first names of all players, and their total ranking points?","SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name","SELECT first_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id",36.59,,False,False
143,wta_1,find the number of players for each country.,"SELECT count(*) ,  country_code FROM players GROUP BY country_code","SELECT country_code, COUNT(*) FROM players GROUP BY country_code",31.95,,False,False
144,wta_1,How many players are from each country?,"SELECT count(*) ,  country_code FROM players GROUP BY country_code","SELECT country_code, COUNT(*) FROM players GROUP BY country_code",32.18,,False,False
145,wta_1,find the code of the country where has the greatest number of players.,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,"SELECT country_code
FROM players
GROUP BY country_code
ORDER BY COUNT(*) DESC
LIMIT 1",28.95,,True,True
146,wta_1,What is the code of the country with the most players?,SELECT country_code FROM players GROUP BY country_code ORDER BY count(*) DESC LIMIT 1,SELECT country_code FROM players GROUP BY country_code ORDER BY COUNT(*) DESC LIMIT 1,29.92,,True,True
147,wta_1,Find the total number of tours for each ranking date.,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date","SELECT ranking_date, SUM(tours) FROM rankings GROUP BY ranking_date",31.42,,False,False
148,wta_1,How many total tours were there for each ranking date?,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date","SELECT ranking_date, SUM(tours) FROM rankings GROUP BY ranking_date",30.28,,False,False
149,wta_1,Find the number of matches happened in each year.,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR","SELECT year, COUNT(*) FROM matches GROUP BY year",29.29,,False,False
150,wta_1,How many matches were played in each year?,"SELECT count(*) ,  YEAR FROM matches GROUP BY YEAR","SELECT year, COUNT(*) FROM matches GROUP BY year",31.16,,False,False
151,wta_1,Find the number of players for each hand type.,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) FROM players GROUP BY hand",31.5,,False,False
152,wta_1,How many players are there for each hand type?,"SELECT count(*) ,  hand FROM players GROUP BY hand","SELECT hand, COUNT(*) FROM players GROUP BY hand",32.19,,False,False
153,battle_death,"List the name, date and result of each battle.","SELECT name ,  date FROM battle","SELECT name, date, result FROM battle",31.51,,False,False
