序号,数据库,问题,Gold SQL,预测 SQL,正确执行结果,实际执行结果,耗时(s),结果匹配(修正),SQL精确匹配,结果匹配(原始),失败原因,错误信息
201,flight_2,Return the name of the airport with code 'AKO'.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT AirportName FROM airports WHERE AirportCode = 'AKO',Colorado Plains Regional Airport ,Colorado Plains Regional Airport ,31.61,True,False,True,,
202,flight_2,What are airport names at City 'Aberdeen'?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT AirportName FROM airports WHERE City = 'Aberdeen' LIMIT 100,(empty),(empty),29.99,True,False,True,,
203,flight_2,What are the names of airports in Aberdeen?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT AirportName FROM airports WHERE City = 'Aberdeen' LIMIT 100,(empty),(empty),29.55,True,False,True,,
204,flight_2,How many flights depart from 'APG'?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG',0,0,30.19,True,False,False,,
205,flight_2,Count the number of flights departing from 'APG'.,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG',0,0,30.72,True,False,False,,
206,flight_2,How many flights have destination ATO?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO',0,0,29.7,True,False,False,,
207,flight_2,Count the number of flights into ATO.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO',0,0,29.98,True,False,False,,
208,flight_2,How many flights depart from City Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT COUNT(*) 
FROM flights f
JOIN airports a ON f.SourceAirport = a.AirportCode
WHERE a.City = 'Aberdeen'",0,0,31.77,True,False,False,,
209,flight_2,Return the number of flights departing from Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'Aberdeen',0,0,31.45,True,False,False,,
210,flight_2,How many flights arriving in Aberdeen city?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT COUNT(*) FROM flights f
JOIN airports a ON f.DestAirport = a.AirportCode
WHERE a.City = 'Aberdeen'
LIMIT 100",0,0,30.27,True,False,False,,
211,flight_2,Return the number of flights arriving in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE DestAirport = 'Aberdeen',0,0,30.04,True,False,False,,
212,flight_2,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""","SELECT COUNT(*) 
FROM flights f
JOIN airports src ON f.SourceAirport = src.AirportCode
JOIN airports dest ON f.DestAirport = dest.AirportCode
WHERE src.City = 'Aberdeen' AND dest.City = 'Ashley'",0,0,31.43,True,False,False,,
213,flight_2,How many flights fly from Aberdeen to Ashley?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'Aberdeen' AND DestAirport = 'Ashley',0,0,29.4,True,False,False,,
214,flight_2,How many flights does airline 'JetBlue Airways' have?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'JetBlue Airways'),100,100,28.57,True,False,False,,
215,flight_2,Give the number of Jetblue Airways flights.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights f JOIN airlines a ON f.Airline = a.uid WHERE a.Airline = 'Jetblue Airways' LIMIT 100,100,0,30.06,False,False,False,多余的 LIMIT,
216,flight_2,How many 'United Airlines' flights go to Airport 'ASY'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""","SELECT COUNT(*) 
FROM flights f 
JOIN airlines a ON f.Airline = a.uid 
WHERE a.Airline = 'United Airlines' 
  AND f.DestAirport = 'ASY'",0,0,34.56,True,False,False,,
217,flight_2,Count the number of United Airlines flights arriving in ASY Airport.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""","SELECT COUNT(*) 
FROM flights f 
JOIN airlines a ON f.Airline = a.uid 
WHERE a.Airline = 'United Airlines' 
  AND f.DestAirport = 'ASY'",0,0,33.68,True,False,False,,
218,flight_2,How many 'United Airlines' flights depart from Airport 'AHD'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""","SELECT COUNT(*) 
FROM flights f
JOIN airlines a ON f.Airline = a.uid
WHERE a.Airline = 'United Airlines' AND f.SourceAirport = 'AHD'",0,0,34.83,True,False,False,,
219,flight_2,Return the number of United Airlines flights leaving from AHD Airport.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""","SELECT COUNT(*) 
FROM flights f
JOIN airlines a ON f.Airline = a.uid
WHERE a.Airline = 'United Airlines' 
  AND f.SourceAirport = 'AHD'",0,0,34.26,True,False,False,,
220,flight_2,How many United Airlines flights go to City 'Aberdeen'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""","SELECT COUNT(*) 
FROM flights f
JOIN airlines a ON f.Airline = a.uid
JOIN airports ap ON f.DestAirport = ap.AirportCode
WHERE a.Airline = 'United Airlines' AND ap.City = 'Aberdeen'",0,0,33.04,True,False,False,,
221,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""","SELECT COUNT(*) 
FROM flights f
JOIN airlines a ON f.Airline = a.uid
JOIN airports ap ON f.DestAirport = ap.AirportCode
WHERE a.Airline = 'United Airlines' AND ap.City = 'Aberdeen'",0,0,32.23,True,False,False,,
222,flight_2,Which city has most number of arriving flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT a.City, COUNT(*) AS arriving_flights_count
FROM flights f
JOIN airports a ON f.DestAirport = a.AirportCode
GROUP BY a.City
ORDER BY arriving_flights_count DESC
LIMIT 1",(empty),(empty),30.22,True,False,True,,
223,flight_2,Which city has the most frequent destination airport?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT a.City, COUNT(*) AS destination_count
FROM flights f
JOIN airports a ON f.DestAirport = a.AirportCode
GROUP BY a.City
ORDER BY destination_count DESC
LIMIT 1",(empty),(empty),30.34,True,False,True,,
224,flight_2,Which city has most number of departing flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT a.City, COUNT(*) AS flight_count
FROM flights f
JOIN airports a ON f.SourceAirport = a.AirportCode
GROUP BY a.City
ORDER BY flight_count DESC
LIMIT 1",(empty),(empty),29.55,True,False,True,,
225,flight_2,Which city is the most frequent source airport?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT a.City, COUNT(*) AS frequency
FROM flights f
JOIN airports a ON f.SourceAirport = a.AirportCode
GROUP BY a.City
ORDER BY frequency DESC
LIMIT 1",(empty),(empty),29.7,True,False,True,,
226,flight_2,What is the code of airport that has the highest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,"SELECT SourceAirport AS AirportCode, COUNT(*) AS FlightCount
FROM flights
GROUP BY SourceAirport
ORDER BY FlightCount DESC
LIMIT 1",(empty),"AirportCode	FlightCount
 AXG	20",31.44,False,False,False,逻辑错误,
227,flight_2,What is the airport code of the airport with the most flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,"SELECT SourceAirport AS airport_code, COUNT(*) AS flight_count
FROM flights
GROUP BY SourceAirport
ORDER BY flight_count DESC
LIMIT 1",(empty),"airport_code	flight_count
 AXG	20",75.0,False,False,False,逻辑错误,
228,flight_2,What is the code of airport that has fewest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"SELECT a.AirportCode
FROM airports a
LEFT JOIN flights f ON a.AirportCode = f.SourceAirport OR a.AirportCode = f.DestAirport
GROUP BY a.AirportCode
ORDER BY COUNT(f.Airline) ASC
LIMIT 1",(empty),AAF,30.73,False,False,False,逻辑错误,
229,flight_2,Give the code of the airport with the least flights.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,"SELECT a.AirportCode
FROM airports a
LEFT JOIN flights f ON a.AirportCode = f.SourceAirport OR a.AirportCode = f.DestAirport
GROUP BY a.AirportCode
ORDER BY COUNT(f.FlightNo) ASC
LIMIT 1",(empty),AAF,31.77,False,False,False,逻辑错误,
230,flight_2,Which airline has most number of flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT a.Airline, COUNT(*) AS flight_count
FROM flights f
JOIN airlines a ON f.Airline = a.uid
GROUP BY a.Airline
ORDER BY flight_count DESC
LIMIT 1",Virgin America,"Airline	flight_count
Virgin America	100",30.21,False,False,False,逻辑错误,
231,flight_2,What airline serves the most flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT a.Airline, COUNT(*) AS flight_count
FROM flights f
JOIN airlines a ON f.Airline = a.uid
GROUP BY f.Airline
ORDER BY flight_count DESC
LIMIT 1",Virgin America,"Airline	flight_count
United Airlines	100",30.54,False,False,False,逻辑错误,
232,flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT a.Abbreviation, a.Country
FROM airlines a
JOIN (
    SELECT Airline, COUNT(*) AS flight_count
    FROM flights
    GROUP BY Airline
    ORDER BY flight_count ASC
    LIMIT 1
) f ON a.uid = f.Airline
LIMIT 100","Abbreviation	Country
AirTran	USA","Abbreviation	Country
UAL	USA",31.97,False,False,True,逻辑错误,
233,flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT a.Abbreviation, a.Country
FROM airlines a
JOIN (
    SELECT Airline, COUNT(*) AS flight_count
    FROM flights
    GROUP BY Airline
    ORDER BY flight_count ASC
    LIMIT 1
) f ON a.uid = f.Airline","Abbreviation	Country
AirTran	USA","Abbreviation	Country
UAL	USA",32.04,False,False,True,逻辑错误,
234,flight_2,What are airlines that have some flight departing from airport 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.SourceAirport = 'AHD'
LIMIT 100",(empty),(empty),28.75,True,False,True,,
235,flight_2,Which airlines have a flight with source airport AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.SourceAirport = 'AHD'
LIMIT 100",(empty),(empty),30.12,True,False,True,,
236,flight_2,What are airlines that have flights arriving at airport 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.DestAirport = 'AHD'
LIMIT 100",(empty),(empty),30.63,True,False,True,,
237,flight_2,Which airlines have a flight with destination airport AHD?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.DestAirport = 'AHD'
LIMIT 100",(empty),(empty),30.89,True,False,True,,
238,flight_2,Find all airlines that have flights from both airports 'APG' and 'CVO'.,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f1 ON a.uid = f1.Airline
JOIN flights f2 ON a.uid = f2.Airline
WHERE f1.SourceAirport = 'APG' AND f2.SourceAirport = 'CVO'
LIMIT 100",(empty),(empty),30.36,True,False,True,,
239,flight_2,Which airlines have departing flights from both APG and CVO airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f1 ON a.uid = f1.Airline
JOIN flights f2 ON a.uid = f2.Airline
WHERE f1.SourceAirport = 'APG' AND f2.SourceAirport = 'CVO'
LIMIT 100",(empty),(empty),31.31,True,False,True,,
240,flight_2,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.SourceAirport = 'CVO'
AND a.uid NOT IN (
    SELECT DISTINCT Airline
    FROM flights
    WHERE SourceAirport = 'APG'
)
LIMIT 100",(empty),(empty),30.24,True,False,True,,
241,flight_2,Which airlines have departures from CVO but not from APG airports?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""","SELECT DISTINCT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
WHERE f.SourceAirport = 'CVO'
AND a.Airline NOT IN (
    SELECT DISTINCT a2.Airline
    FROM airlines a2
    JOIN flights f2 ON a2.uid = f2.Airline
    WHERE f2.SourceAirport = 'APG'
)
LIMIT 100",(empty),(empty),65.09,True,False,True,,
242,flight_2,Find all airlines that have at least 10 flights.,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"SELECT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
GROUP BY a.uid, a.Airline
HAVING COUNT(*) >= 10
LIMIT 100","Airline
AirTran Airways
Allegiant Air
American Airlines
Continental Airlines
Delta Airlines
... (12 rows total)","Airline
United Airlines
US Airways
Delta Airlines
Southwest Airlines
American Airlines
... (12 rows total)",66.45,True,False,True,,
243,flight_2,Which airlines have at least 10 flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"SELECT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
GROUP BY a.uid, a.Airline
HAVING COUNT(*) >= 10
LIMIT 100","Airline
AirTran Airways
Allegiant Air
American Airlines
Continental Airlines
Delta Airlines
... (12 rows total)","Airline
United Airlines
US Airways
Delta Airlines
Southwest Airlines
American Airlines
... (12 rows total)",65.9,True,False,True,,
244,flight_2,Find all airlines that have fewer than 200 flights.,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"SELECT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
GROUP BY a.uid, a.Airline
HAVING COUNT(*) < 200
LIMIT 100","Airline
AirTran Airways
Allegiant Air
American Airlines
Continental Airlines
Delta Airlines
... (12 rows total)","Airline
United Airlines
US Airways
Delta Airlines
Southwest Airlines
American Airlines
... (12 rows total)",67.0,True,False,True,,
245,flight_2,Which airlines have less than 200 flights?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"SELECT a.Airline
FROM airlines a
JOIN flights f ON a.uid = f.Airline
GROUP BY a.uid, a.Airline
HAVING COUNT(*) < 200
LIMIT 100","Airline
AirTran Airways
Allegiant Air
American Airlines
Continental Airlines
Delta Airlines
... (12 rows total)","Airline
United Airlines
US Airways
Delta Airlines
Southwest Airlines
American Airlines
... (12 rows total)",67.3,True,False,True,,
246,flight_2,"What are flight numbers of Airline ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""","SELECT FlightNo
FROM flights
WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'United Airlines')
LIMIT 100","FlightNo
28
29
44
45
54
... (100 rows total)","FlightNo
28
29
44
45
54
... (100 rows total)",65.35,True,False,True,,
247,flight_2,Which flight numbers correspond to United Airlines flights?,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""","SELECT f.FlightNo
FROM flights f
JOIN airlines a ON f.Airline = a.uid
WHERE a.Airline = 'United Airlines'
LIMIT 100","FlightNo
28
29
44
45
54
... (100 rows total)","FlightNo
28
29
44
45
54
... (100 rows total)",66.83,True,False,True,,
248,flight_2,"What are flight numbers of flights departing from Airport ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""","SELECT FlightNo
FROM flights
WHERE SourceAirport = 'APG'
LIMIT 100",(empty),(empty),63.07,True,False,True,,
249,flight_2,Give the flight numbers of flights leaving from APG.,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT FlightNo FROM flights WHERE SourceAirport = 'APG' LIMIT 100,(empty),(empty),63.12,True,False,True,,
250,flight_2,"What are flight numbers of flights arriving at Airport ""APG""?","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""","SELECT FlightNo
FROM flights
WHERE DestAirport = 'APG'
LIMIT 100",(empty),(empty),62.58,True,False,True,,
251,flight_2,Give the flight numbers of flights landing at APG.,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""","SELECT FlightNo
FROM flights
WHERE DestAirport = 'APG'
LIMIT 100",(empty),(empty),44.61,True,False,True,,
252,flight_2,"What are flight numbers of flights departing from City ""Aberdeen ""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT f.FlightNo
FROM flights f
JOIN airports a ON f.SourceAirport = a.AirportCode
WHERE a.City = 'Aberdeen'
LIMIT 100",(empty),(empty),64.35,True,False,True,,
253,flight_2,Give the flight numbers of flights leaving from Aberdeen.,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT FlightNo FROM flights WHERE SourceAirport = 'Aberdeen' LIMIT 100,(empty),(empty),62.61,True,False,True,,
254,flight_2,"What are flight numbers of flights arriving at City ""Aberdeen""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT f.FlightNo
FROM flights f
JOIN airports a ON f.DestAirport = a.AirportCode
WHERE a.City = 'Aberdeen'
LIMIT 100",(empty),(empty),46.09,True,False,True,,
255,flight_2,Give the flight numbers of flights arriving in Aberdeen.,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""","SELECT FlightNo
FROM flights
WHERE DestAirport IN (SELECT AirportCode FROM airports WHERE City = 'Aberdeen')
LIMIT 100",(empty),(empty),65.44,True,False,True,,
256,flight_2,Find the number of flights landing in the city of Aberdeen or Abilene.,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","SELECT COUNT(*) 
FROM flights f
JOIN airports a ON f.DestAirport = a.AirportCode
WHERE a.City IN ('Aberdeen', 'Abilene')",0,0,67.17,True,False,False,,
257,flight_2,How many flights land in Aberdeen or Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","SELECT COUNT(*) FROM flights WHERE DestAirport IN (SELECT AirportCode FROM airports WHERE City IN ('Aberdeen', 'Abilene'))",0,0,69.09,True,False,False,,
258,flight_2,Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"SELECT a.AirportName
FROM airports a
LEFT JOIN flights f1 ON a.AirportCode = f1.SourceAirport
LEFT JOIN flights f2 ON a.AirportCode = f2.DestAirport
WHERE f1.SourceAirport IS NULL AND f2.DestAirport IS NULL
LIMIT 100","AirportName
Phillips AAF 
Municipal 
Dyess AFB 
Municipal 
Virginia Highlands 
... (100 rows total)","AirportName
Phillips AAF 
Municipal 
Dyess AFB 
Municipal 
Virginia Highlands 
... (100 rows total)",69.27,True,False,True,,
259,flight_2,Which airports do not have departing or arriving flights?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"SELECT a.AirportCode, a.AirportName, a.City, a.Country
FROM airports a
WHERE a.AirportCode NOT IN (
    SELECT DISTINCT SourceAirport FROM flights
    UNION
    SELECT DISTINCT DestAirport FROM flights
)
LIMIT 100","AirportName
Phillips AAF 
Municipal 
Dyess AFB 
Municipal 
Virginia Highlands 
... (100 rows total)","AirportCode	AirportName	City	Country
APG	Phillips AAF 	Aberdeen 	United States 
ABR	Municipal 	Aberdeen 	United States 
DYS	Dyess AFB 	Abilene 	United States 
ABI	Municipal 	Abilene 	United States 
VJI	Virginia Highlands 	Abingdon 	United States 
... (100 rows total)",69.76,False,False,False,多余的 LIMIT,
260,employee_hire_evaluation,How many employees are there?,SELECT count(*) FROM employee,SELECT COUNT(*) FROM employee,10,10,65.6,True,True,False,,
261,employee_hire_evaluation,Count the number of employees,SELECT count(*) FROM employee,SELECT COUNT(*) FROM employee,10,10,64.68,True,True,False,,
262,employee_hire_evaluation,Sort employee names by their age in ascending order.,SELECT name FROM employee ORDER BY age,"SELECT Name, Age FROM employee ORDER BY Age ASC LIMIT 100","Name
George Chuter
Andrew Sheridan
Lee Mears
Tim Payne
Matt Stevens
... (10 rows total)","Name	Age
George Chuter	23
Andrew Sheridan	28
Lee Mears	29
Tim Payne	29
Matt Stevens	29
... (10 rows total)",69.07,False,False,False,多余的 LIMIT,
263,employee_hire_evaluation,List the names of employees and sort in ascending order of age.,SELECT name FROM employee ORDER BY age,"SELECT Name
FROM employee
ORDER BY Age ASC
LIMIT 100","Name
George Chuter
Andrew Sheridan
Lee Mears
Tim Payne
Matt Stevens
... (10 rows total)","Name
George Chuter
Andrew Sheridan
Lee Mears
Tim Payne
Matt Stevens
... (10 rows total)",68.53,True,False,True,,
264,employee_hire_evaluation,What is the number of employees from each city?,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT City, COUNT(*) AS employee_count FROM employee GROUP BY City","count(*)	City
3	Bath
3	Bristol
1	Leicester
1	Sale
2	Wasps","City	employee_count
Bath	3
Bristol	3
Leicester	1
Sale	1
Wasps	2",51.72,False,False,False,列别名差异,
